dataset,split,model,calibration,partition,rows,default_rate,roc_auc,pr_auc,f1,balanced_accuracy,brier,nll,ece,mce
lending_club,random,lr,raw,test,269537,0.1997870422242586,0.6604112773479369,0.3141217149832589,0.3888311437513134,0.6138604263109539,0.2308355240747441,0.6534211971255599,0.2746270623020387,0.6259325338763662
lending_club,random,rf,raw,test,269537,0.1997870422242586,0.6500787957466083,0.3070008254603282,0.3804197233641463,0.6052625724252343,0.2317529220471544,0.6548163617853131,0.2796457350687989,0.3087479375271903
lending_club,random,xgb,raw,test,269537,0.1997870422242586,0.6598303707908799,0.3151098057177973,0.0194553237999817,0.5037736303456237,0.1516054399523483,0.4737415564000295,0.0030786361646501,0.2287991642951965
lending_club,temporal,lr,raw,test,269537,0.2179329739516281,0.6724665485862247,0.3445325464657904,0.4183770827515591,0.6229721981423457,0.2221416614056637,0.6380144076678546,0.2420609300106238,0.6157561641235165
lending_club,temporal,rf,raw,test,269537,0.2179329739516281,0.6619673894010137,0.3387406411252097,0.4072910119421747,0.6143433903557313,0.2206729803343786,0.6320819824938704,0.2437828902292517,0.2566298270834288
lending_club,temporal,xgb,raw,test,269537,0.2179329739516281,0.6720046209019759,0.3490541637517641,0.013314280911154,0.5025452865249544,0.1621092827355182,0.4994092258610942,0.0457321922444356,0.3941984375317891
